Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
2012,7,31,India,Assam,Goalpara district,26.169455,90.619576,3,1,Bombing/Explosion,Military,United Liberation Front of Assam (ULFA),Explosives,1,6,0,,,
2012,7,31,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,3,0,,,
2012,7,31,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,1,Bombing/Explosion,Business,Indian Mujahideen,Explosives,0,1,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,1,Bombing/Explosion,Private Citizens & Property,Indian Mujahideen,Explosives,0,0,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,1,Bombing/Explosion,Business,Indian Mujahideen,Explosives,0,0,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,1,Bombing/Explosion,Transportation,Indian Mujahideen,Explosives,0,0,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,0,Bombing/Explosion,Business,Indian Mujahideen,Explosives,0,0,0,,,
2012,8,1,India,Maharashtra,Pune,18.52043,73.856744,1,0,Bombing/Explosion,Unknown,Indian Mujahideen,Explosives,0,0,0,,,
2012,8,1,India,Jammu and Kashmir,Unknown,34.025014,74.809009,4,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2012,8,1,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,1,India,Jammu and Kashmir,Nagari Malpora,34.475713,74.263437,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,-99,,
2012,8,1,India,Gujarat,Lakhpat,23.825514,68.775724,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,5,0,,,
2012,8,2,India,Meghalaya,Darimgre,25.49546,90.61682,2,1,Armed Assault,Private Citizens & Property,Garo National Liberation Army,Firearms,0,1,0,,,
2012,8,2,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Police,Lashkar-e-Taiba (LeT),Explosives,0,3,1,-99,,
2012,8,2,India,Jharkhand,Panki,24.036117,84.477797,1,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2012,8,4,India,Tamil Nadu,Madurai,9.925201,78.119775,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,4,India,Jharkhand,Seraikela Kharsawan district,22.856126,86.012157,3,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,8,4,India,Chhattisgarh,Narayanpur,19.714948,81.245587,2,1,Bombing/Explosion,Police,Maoists,Explosives,1,0,0,,,
2012,8,5,India,Jammu and Kashmir,Kulgam,33.64542,75.019676,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,8,6,India,Manipur,Ghari,24.774214,93.905712,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,4,0,,,
2012,8,6,India,Chhattisgarh,Aranpur,18.49625,81.294556,1,1,Bombing/Explosion,Police,Maoists,Explosives,1,5,1,-99,,
2012,8,6,India,Bihar,Raxaul,26.981131,84.853067,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,7,India,Chhattisgarh,Jholaro,20.633077,82.062313,2,1,Hostage Taking (Kidnapping),Educational Institution,Maoists,Melee,1,0,0,,0,
2012,8,7,India,Assam,Goalpara district,26.072512,90.588679,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,8,7,India,Chhattisgarh,Rajpeta,18.527957,80.886276,1,1,Bombing/Explosion,Military,Maoists,Explosives,2,0,1,-99,,
2012,8,7,India,Chhattisgarh,Dantewada,18.9,81.35,1,1,Armed Assault,Police,Maoists,Firearms,1,1,0,,,
2012,8,8,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,1,Bombing/Explosion,Police,Separatists,Explosives,0,7,0,,,
2012,8,8,India,Odisha,Malkangiri,18.363526,81.895253,1,0,Bombing/Explosion,Military,Maoists,Explosives,0,0,0,,,
2012,8,9,India,Assam,Goalpara district,26.072512,90.588679,3,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2012,8,9,India,Assam,Sibasagar district,26.980484,94.631367,3,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2012,8,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Police,Islamic Movement of Kashmir,Firearms,1,0,0,,,
2012,8,10,India,Odisha,Malkangiri,18.363526,81.895253,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,8,11,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,12,India,Chhattisgarh,Hadmamund,18.638763,81.444647,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,8,13,India,Odisha,Bhuliabandh,21.3333,83.6167,2,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,,
2012,8,13,India,Assam,Dadgiri,26.200604,92.937574,2,1,Unknown,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown,1,2,0,,,
2012,8,13,India,Assam,Padmabil,26.440046,89.969767,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,8,13,India,Tripura,Puthimari Nagaon,24.196876,91.833052,2,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,8,13,India,Chhattisgarh,Sukma,18.391012,81.656929,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2012,8,15,India,Manipur,Thoubal,24.65233,93.990834,1,1,Bombing/Explosion,Private Citizens & Property,Coordination Committee (CORCOM),Explosives,0,4,0,,,
2012,8,15,India,Manipur,Imphal East district,24.780654,93.967437,3,1,Bombing/Explosion,Private Citizens & Property,Coordination Committee (CORCOM),Explosives,0,0,1,-99,,
2012,8,15,India,Manipur,Imphal West district,24.817544,93.916458,3,1,Bombing/Explosion,Private Citizens & Property,Coordination Committee (CORCOM),Explosives,0,0,0,,,
2012,8,15,India,Maharashtra,Etapalli,20.182405,80.003183,2,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,8,19,India,Assam,Majdia,26.65953,91.357423,2,0,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives,0,0,0,,,
2012,8,20,India,Bihar,Makarpur,25.039984,84.982394,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,8,20,India,Manipur,Lamlai,24.8699,94.050809,1,1,Bombing/Explosion,Police,Kangleipak Communist Party (KCP),Explosives,0,0,0,,,
2012,8,21,India,Jammu and Kashmir,Samba,32.556652,75.116272,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,21,India,Uttar Pradesh,Shanti Nagar,27.565638,78.658312,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2012,8,23,India,Manipur,Wangjing,24.6,94.0333,1,1,Bombing/Explosion,Utilities,Unknown,Explosives,0,0,1,-99,,
2012,8,23,India,Maharashtra,Tambda,19.662351,80.234692,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,2,0,0,,,
2012,8,24,India,Odisha,Kalimela,17.838008,81.428585,2,1,Bombing/Explosion,Military,Maoists,Explosives,0,0,0,,,
2012,8,24,India,Manipur,Nongren,24.853942,94.079128,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,8,24,India,Manipur,Unknown,24.66355,93.906269,4,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,8,24,India,Manipur,Unknown,24.66355,93.906269,4,1,Unknown,Government (General),Unknown,Unknown,,,-9,,,
2012,8,25,India,Jharkhand,Ghatshila,22.571359,86.488679,2,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,8,26,India,Manipur,Churachandpur,24.35,93.7,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,2,0,,,
2012,8,26,India,Manipur,Nongren,24.853942,94.079128,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,8,26,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,8,26,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,8,28,India,Jammu and Kashmir,Gulab Bagh,33.925503,75.083496,1,1,Armed Assault,Government (General),Unknown,Firearms,0,1,0,,,
2012,8,29,India,Chhattisgarh,Malkangiri,22.356111,81.540833,2,1,Armed Assault,Government (General),Maoists,Firearms,1,2,1,-99,,
2012,8,29,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,8,28,India,Meghalaya,Chokpot,25.318662,90.440804,1,1,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Firearms,,,0,,-9,
2012,8,31,India,Chhattisgarh,Dantewada district,18.9,81.35,3,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,9,1,India,Chhattisgarh,Tikler,18.143935,80.886748,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,9,1,India,Odisha,Potamunda,18.855598,82.736167,2,1,Bombing/Explosion,Military,Maoists,Explosives,1,1,1,-99,,
2012,9,3,India,Manipur,Nongpok Keithelmanbi,24.589906,94.008256,2,1,Bombing/Explosion,Military,Unknown,Explosives,1,0,1,-99,,
2012,9,3,India,Manipur,Lamshang,24.822128,93.874214,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,9,3,India,Manipur,Yairipok,24.68226,94.046121,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,9,3,India,Maharashtra,Bhamragad,19.414671,80.589902,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,9,4,India,Jharkhand,West Singhbhum district,22.462537,85.520024,3,0,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,0,0,,,
2012,9,5,India,Manipur,Kumbi,24.432459,93.804188,1,1,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives,0,2,-9,,,
2012,9,6,India,Assam,Doom Dooma,27.567739,95.557243,1,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,11,-9,,,
2012,9,7,India,Odisha,Kandhamal district,20.134204,84.016742,3,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,9,8,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,2,0,,,
2012,9,8,India,Assam,Guwahati,26.149794,91.763931,1,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,1,12,1,-99,,
2012,9,8,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Police,Unknown,Firearms,1,1,0,,,
2012,9,9,India,Manipur,Kumbi,24.43068,93.806198,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,1,10,0,,,
2012,9,10,India,Jammu and Kashmir,Pattam,34.161541,74.553093,1,1,Assassination,Government (General),Lashkar-e-Taiba (LeT),Firearms,1,0,0,,,
2012,9,11,India,Assam,Bongaigaon,26.479468,90.556866,1,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,1,4,-9,,,
2012,9,12,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Government (General),People's Liberation Army (India),Explosives,0,0,0,,,
2012,9,13,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Government (General),People's Liberation Army (India),Explosives,0,0,-9,,,
2012,9,14,India,Manipur,Heirok,24.584648,94.077457,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,2,0,,,
2012,9,14,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,9,14,India,Assam,Digboi,27.400198,95.616598,1,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,5,1,-99,,
2012,9,15,India,Assam,Bengenakhowa,26.507806,93.973651,1,1,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives,0,0,1,-99,,
2012,9,17,India,Jharkhand,Khunti district,23.023638,85.189404,3,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,9,19,India,Chhattisgarh,Sukma district,18.391134,81.659273,3,1,Armed Assault,Police,Maoists,Firearms,1,2,0,,,
2012,9,19,India,Odisha,Sinapali,20.094218,82.654485,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,1,-99,,
2012,9,19,India,Bihar,Khaira,24.871535,86.207106,1,1,Armed Assault,Police,Maoists,Firearms,1,2,1,-99,,
2012,9,20,India,Odisha,Tanginiguda,18.704999,82.397533,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,9,20,India,Odisha,Rajpur,19.689292,82.301773,1,1,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,,
2012,9,20,India,Tamil Nadu,Bharathinagar,9.786971,78.908314,1,1,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary,0,0,1,-99,,
2012,9,20,India,Manipur,Imphal West district,24.817544,93.916458,3,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,-99,,
2012,9,21,India,Manipur,Khumbong,24.76176,93.828666,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,9,22,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,-99,,
2012,9,21,India,Maharashtra,Kamlapur,17.405285,75.136718,1,1,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,1,0,,,
2012,9,23,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,0,1,-99,,
2012,9,23,India,Jammu and Kashmir,Nowpora,34.211231,74.44377,1,1,Armed Assault,Government (General),Unknown,Firearms,1,0,0,,,
2012,9,23,India,Odisha,Badtunda,21.411403,83.48858,1,1,Armed Assault,Business,Maoists,Firearms,0,0,1,-99,,
2012,9,24,India,Manipur,Kamu Maring,24.73202,94.078674,1,1,Bombing/Explosion,Police,People's Liberation Army (India),Explosives,0,0,1,-99,,
2012,9,24,India,Assam,Sivasagar,26.980229,94.630088,1,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,1,7,1,-99,,
2012,9,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,0,1,-99,,
2012,9,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,0,0,,,
2012,9,25,India,Manipur,Moidangpok,24.77149,93.816204,1,0,Bombing/Explosion,Unknown,People's Liberation Army (India),Explosives,0,0,0,,,
2012,9,20,India,Odisha,Balimela,18.225234,82.06208,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,2,5,0,,0,
2012,9,25,India,Assam,Umrangso,25.51187,92.738277,1,1,Bombing/Explosion,Unknown,Unknown,Explosives,1,0,0,,,
2012,9,26,India,West Bengal,Howrah,22.595741,88.263682,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,1,1,-99,,
2012,9,27,India,Assam,Bhatiapar,26.954287,94.566372,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2012,9,27,India,Assam,Gossaigaon,26.439159,89.978278,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2012,9,28,India,Bihar,Sukki,25.902696,85.505955,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary,2,,1,-99,0,
2012,9,28,India,West Bengal,West Medinipur district,22.408038,87.381073,3,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,9,28,India,Manipur,Kwatha Lamkhai,24.305319,94.261372,1,1,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives,3,6,0,,,
2012,9,29,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2012,9,29,India,Jharkhand,Chandrapura,23.745549,86.122583,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,9,29,India,Tamil Nadu,Theni,10.010366,77.476812,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1,-9,,,
2012,9,29,India,Chhattisgarh,Timilwada,18.257257,81.298996,1,1,Armed Assault,Police,Maoists,Firearms,0,2,-9,,,
2012,9,30,India,Jharkhand,Baridih,22.799392,86.248873,1,0,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,0,0,,,
2012,10,1,India,West Bengal,Goaltore,22.709685,87.170958,1,1,Armed Assault,Police,Maoists,Firearms,2,0,0,,,
2012,10,1,India,Manipur,Imphal,24.798346,93.94043,1,1,Armed Assault,Police,Unknown,Explosives,1,0,0,,,
2012,10,2,India,Chhattisgarh,Sukma,18.391012,81.656929,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,10,2,India,Chhattisgarh,Basaguda,18.561113,80.920395,1,1,Armed Assault,Police,Maoists,Firearms,1,0,0,,,
2012,10,2,India,West Bengal,Sankrail,22.544534,88.221773,1,1,Bombing/Explosion,Private Citizens & Property,Maoists,Explosives,0,0,1,-99,,
2012,10,3,India,Jharkhand,Deoghar,24.489321,86.698676,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2012,10,3,India,Manipur,Chasang,25.068294,94.02853,2,1,Hostage Taking (Kidnapping),Government (General),Kuki Tribal Militants,Unknown,0,0,0,,0,
2012,10,4,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Police,Separatists,Explosives,0,3,0,,,
2012,10,4,India,Manipur,Khudengthabi,24.303754,94.254486,1,1,Bombing/Explosion,Police,People's Revolutionary Party of Kangleipak (PREPAK),Explosives,0,7,1,-99,,
2012,10,5,India,Assam,Dima Hasao district,25.446142,93.013695,3,1,Armed Assault,Transportation,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,0,0,1,-99,,
2012,10,6,India,Manipur,Churachandpur,24.353369,93.699361,1,1,Armed Assault,Military,Zeliangrong United Front,Firearms,0,2,0,,,
2012,10,6,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Unknown,People's Revolutionary Party of Kangleipak (PREPAK),Explosives,0,0,0,,,
2012,10,6,India,Jammu and Kashmir,Qazigund,33.623547,75.145328,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,10,6,India,Andhra Pradesh,Kommugudem,17.247049,80.149295,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,1,0,,0,
2012,10,7,India,Assam,Haflong,25.163535,93.01364,1,1,Bombing/Explosion,Unknown,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives,0,0,1,-99,,
2012,10,7,India,Assam,Haflong,25.163535,93.01364,1,1,Bombing/Explosion,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives,0,0,1,-99,,
2012,10,7,India,Manipur,Imphal West district,24.817544,93.916458,3,1,Armed Assault,Educational Institution,Zomi Revolutionary Army (ZRA),Firearms,0,2,0,,,
2012,10,8,India,Meghalaya,Shillong,25.578721,91.893201,1,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2012,10,8,India,Chhattisgarh,Dornapal,18.153452,81.508949,1,0,Bombing/Explosion,Military,Maoists,Explosives,0,0,0,,,
2012,10,8,India,Manipur,Khumbong,24.772817,93.828127,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,0,0,,,
2012,10,7,India,Assam,Haflong,25.163535,93.01364,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,10,9,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Revolutionary Party of Kangleipak (PREPAK),Explosives,0,3,1,-99,,
2012,10,7,India,Manipur,Luwangsangbam,24.798346,93.94043,1,1,Bombing/Explosion,Unknown,People's Liberation Army (India),Explosives,0,0,0,,,
2012,10,8,India,Manipur,Luwangsangbam,24.798346,93.94043,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,10,10,India,West Bengal,Alipurduar,26.49184,89.526855,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2012,10,13,India,Manipur,Thoubal,24.65233,93.990834,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,10,13,India,Manipur,Imphal East district,24.780654,93.967437,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,10,13,India,Jharkhand,Hunterganj,24.436667,84.813611,1,0,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,0,0,,,
2012,10,14,India,Manipur,Imphal East district,24.780654,93.967437,3,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,-99,,
2012,10,15,India,Manipur,Imphal West district,24.817544,93.916458,3,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,2,0,,,
2012,10,15,India,Chhattisgarh,Dantewada,18.9,81.35,1,1,Bombing/Explosion,Police,Maoists,Explosives,0,4,1,-99,,
2012,10,15,India,Jharkhand,Gumia,23.801324,85.838262,1,1,Unarmed Assault,Business,Maoists,Incendiary,0,,1,368088.08,,
2012,10,16,India,Odisha,Kalimela,18.363526,81.895253,2,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,,,0,,0,
2012,10,17,India,Assam,Barpeta Road,26.499849,90.969535,1,0,Bombing/Explosion,Transportation,Bengali Sangram Mukti Bahini,Explosives,0,0,0,,,
2012,10,17,India,Assam,Udalguri,26.746018,92.095943,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,10,17,India,Odisha,Baipariguda,18.752868,82.431531,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,1,0,0,,0,
2012,10,18,India,Bihar,Dumaria,24.442975,84.394202,1,1,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,7,9,1,-99,,
2012,10,19,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Military,Lashkar-e-Taiba (LeT),Firearms,1,2,1,-99,,
2012,10,19,India,West Bengal,Howrah,22.595741,88.263682,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,-99,,
2012,10,20,India,Meghalaya,East Garo Hills district,25.567169,90.525782,3,1,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Firearms,0,0,0,,1,-99
2012,10,20,India,Odisha,Machhakund,18.553137,82.488896,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,,,0,,0,
2012,10,20,India,Odisha,Badural,18.363526,81.895253,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,,,0,,0,
2012,10,20,India,Odisha,Sandural,18.363526,81.895253,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,,,0,,0,
2012,10,21,India,Manipur,Imphal East district,24.780654,93.967437,3,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2012,10,21,India,Odisha,Bandhugaon,18.933338,83.257291,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,10,22,India,Jammu and Kashmir,Budgam,34.016396,74.72187,1,1,Armed Assault,Military,Unknown,Firearms,0,3,0,,,
2012,10,24,India,Tripura,Manikpur,23.842201,92.029768,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Front of Tripura (NLFT),Firearms,,,0,,0,
2012,10,24,India,Assam,Basugaon,26.462479,90.421928,1,1,Bombing/Explosion,Military,Unknown,Explosives,1,3,0,,,
2012,10,26,India,Odisha,Malkangiri,18.363526,81.895253,1,1,Hostage Taking (Kidnapping),Government (General),Maoists,Firearms,1,0,0,,0,
2012,10,26,India,Manipur,Imphal East district,24.780654,93.967437,3,1,Bombing/Explosion,Business,Unknown,Explosives,0,4,0,,,
2012,10,26,India,Manipur,Wangjing,24.6,94.0333,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,10,28,India,Odisha,Kalimela,18.363526,81.895253,2,1,Armed Assault,Business,Maoists,Firearms,0,0,1,-99,,
2012,10,28,India,West Bengal,Naihati,22.902678,88.416893,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1,0,,,
2012,10,29,India,Assam,Udalguri,26.746018,92.095943,1,1,Bombing/Explosion,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Explosives,1,5,0,,,
2012,10,29,India,Odisha,Malkangiri,18.363526,81.895253,1,1,Bombing/Explosion,Military,Maoists,Explosives,0,0,0,,,
2012,10,29,India,Jammu and Kashmir,Dalagra,33.300847,74.314609,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,10,30,India,Tamil Nadu,Avaniyapuram,9.877102,78.113679,1,1,Armed Assault,Private Citizens & Property,Unknown,Incendiary,7,14,1,-99,,
2012,10,31,India,Bihar,Soni,25.156571,84.421409,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,11,1,India,Tamil Nadu,Thiruparankundram,9.876793,78.06953,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,11,3,India,Odisha,Rengali,21.637221,84.044454,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,11,3,India,Manipur,Thoubal district,24.589906,94.008256,3,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,11,3,India,Meghalaya,West Garo Hills district,25.567937,90.224466,3,0,Bombing/Explosion,Military,Garo National Liberation Army,Explosives,0,0,0,,,
2012,11,3,India,Odisha,Kalimunda,20.515545,84.118266,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2012,11,3,India,Uttar Pradesh,Mathiya,26.353568,83.552696,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,11,4,India,Chhattisgarh,Akash Nagar,18.671206,81.19628,1,1,Armed Assault,Police,Maoists,Firearms,2,1,0,,,
2012,11,6,India,Chhattisgarh,Bijapur district,18.800412,80.815393,3,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,0,
2012,11,6,India,Chhattisgarh,Koilibeda,19.963308,80.994045,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
